latitude,longitude,place_country_name,scientific_name,common_name,Day,Month,Year
46.1198766623,12.4772586282,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,8,2024
42.1616471667,12.2163083333,Italy,Agrotis ipsilon,Ipsilon Dart Moth,1,9,2024
44.1336701038,8.2423361018,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,8,2024
45.3959082999,9.5063793194,Italy,Agrotis ipsilon,Ipsilon Dart Moth,5,9,2024
44.8835305556,12.2326527778,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,9,2024
39.2425205195,9.3051409904,Italy,Agrotis ipsilon,Ipsilon Dart Moth,29,9,2024
41.8943257117,16.1448528434,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,9,2024
41.9953375683,14.9884954467,Italy,Agrotis ipsilon,Ipsilon Dart Moth,1,10,2024
41.8255500489,12.3981212452,Italy,Agrotis ipsilon,Ipsilon Dart Moth,9,10,2024
45.0531931,8.6488894997,Italy,Agrotis ipsilon,Ipsilon Dart Moth,10,10,2024
45.0362728626,7.7529382198,Italy,Agrotis ipsilon,Ipsilon Dart Moth,13,10,2024
46.6182901209,11.1890908728,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,10,2024
45.9348677386,9.4770300016,Italy,Agrotis ipsilon,Ipsilon Dart Moth,9,8,2024
44.6928567046,8.883966431,Italy,Agrotis ipsilon,Ipsilon Dart Moth,28,10,2024
36.71475,14.8093888889,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,11,2024
42.1263583333,12.0470888333,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,11,2024
42.1268798941,12.0478438586,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,11,2024
41.9220329722,12.5251149722,Italy,Agrotis ipsilon,Ipsilon Dart Moth,13,11,2024
44.6356770718,12.2649307922,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,12,2024
41.9190360105,12.4867068976,Italy,Agrotis ipsilon,Ipsilon Dart Moth,23,12,2024
43.893763,12.9016902,Italy,Agrotis ipsilon,Ipsilon Dart Moth,24,12,2024
40.7263033333,17.2872783333,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,1,2025
41.9514894113,12.5247083511,Italy,Agrotis ipsilon,Ipsilon Dart Moth,8,1,2025
39.2434895753,9.3046300296,Italy,Agrotis ipsilon,Ipsilon Dart Moth,11,1,2025
39.2425205195,9.3051409904,Italy,Agrotis ipsilon,Ipsilon Dart Moth,21,1,2025
41.1366329,16.8679053,Italy,Agrotis ipsilon,Ipsilon Dart Moth,1,8,2024
44.8998432289,9.2619788649,Italy,Agrotis ipsilon,Ipsilon Dart Moth,24,2,2025
41.9190360105,12.4867068976,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,3,2025
41.7415770895,12.2607297823,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,3,2025
45.5492589722,9.3371879722,Italy,Agrotis ipsilon,Ipsilon Dart Moth,21,3,2025
41.3968734997,12.8908564,Italy,Agrotis ipsilon,Ipsilon Dart Moth,23,3,2025
39.2425205195,9.3051409904,Italy,Agrotis ipsilon,Ipsilon Dart Moth,21,3,2025
45.0353861111,9.0463388889,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,3,2025
45.8937555556,13.0608861111,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,3,2025
40.9413133425,15.5691367015,Italy,Agrotis ipsilon,Ipsilon Dart Moth,28,3,2025
44.51060112,12.10205549,Italy,Agrotis ipsilon,Ipsilon Dart Moth,29,3,2025
43.7729374,11.2554225997,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,3,2025
42.67737,11.3619533333,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,3,2025
42.6773333333,11.36205,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,3,2025
42.67728,11.3621166667,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,3,2025
42.677345,11.36185,Italy,Agrotis ipsilon,Ipsilon Dart Moth,31,3,2025
40.9414172,15.5695329,Italy,Agrotis ipsilon,Ipsilon Dart Moth,29,3,2025
45.0354055556,9.0462916667,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,4,2025
43.9176483056,10.5125503333,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,4,2025
42.1319628246,12.06646543,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,4,2025
42.6772833333,11.3619616667,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,4,2025
40.9419579107,15.541074967,Italy,Agrotis ipsilon,Ipsilon Dart Moth,28,3,2025
44.6273583333,10.9084966667,Italy,Agrotis ipsilon,Ipsilon Dart Moth,12,4,2025
44.51032006,12.10333206,Italy,Agrotis ipsilon,Ipsilon Dart Moth,17,4,2025
45.1967406471,6.9867181971,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,4,2025
44.1762237806,12.3368384689,Italy,Agrotis ipsilon,Ipsilon Dart Moth,21,4,2025
45.0353388889,9.0463138889,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,4,2025
44.8833527778,12.2323888889,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,4,2025
44.8833777778,12.232275,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,4,2025
44.8833777778,12.232275,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,4,2025
44.1475707038,8.2772059634,Italy,Agrotis ipsilon,Ipsilon Dart Moth,21,4,2025
45.01275401,7.6427127,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,4,2025
43.3126361111,11.3375416667,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,4,2025
45.0116469005,7.6452411711,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,4,2025
45.0116469005,7.6452411711,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,4,2025
40.8829643087,14.2987509817,Italy,Agrotis ipsilon,Ipsilon Dart Moth,29,4,2025
43.3128128056,11.3381395278,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,4,2025
45.0353861111,9.0463388889,Italy,Agrotis ipsilon,Ipsilon Dart Moth,1,5,2025
44.0660172489,8.2185033336,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,5,2025
41.9190360105,12.4867068976,Italy,Agrotis ipsilon,Ipsilon Dart Moth,10,5,2025
46.81509357,11.93314612,Italy,Agrotis ipsilon,Ipsilon Dart Moth,24,5,2025
45.1529722629,10.7818190753,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,5,2025
42.0792042892,12.2302702814,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,5,2025
45.504762444,10.7510608491,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,5,2025
37.9875101342,14.1149058074,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,6,2025
37.9875101342,14.1149058074,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,6,2025
37.9875101342,14.1149058074,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,6,2025
45.0842728148,10.2634630725,Italy,Agrotis ipsilon,Ipsilon Dart Moth,4,6,2025
45.4295834364,10.9842125326,Italy,Agrotis ipsilon,Ipsilon Dart Moth,4,6,2025
45.0926284324,6.9172007963,Italy,Agrotis ipsilon,Ipsilon Dart Moth,5,6,2025
45.188588949,9.1505652666,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,6,2025
45.1862716667,10.788445,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,6,2025
46.3257535997,10.8612608,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,6,2025
44.7826443976,10.3692782298,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,6,2025
44.7825614531,10.3697825932,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,6,2025
45.4452956866,12.4618170038,Italy,Agrotis ipsilon,Ipsilon Dart Moth,7,6,2025
46.0798314788,11.9144757092,Italy,Agrotis ipsilon,Ipsilon Dart Moth,7,6,2025
45.7831396954,12.1938630659,Italy,Agrotis ipsilon,Ipsilon Dart Moth,7,6,2025
45.8084416667,9.8239216667,Italy,Agrotis ipsilon,Ipsilon Dart Moth,7,6,2025
45.6074753443,9.6239801869,Italy,Agrotis ipsilon,Ipsilon Dart Moth,8,6,2025
46.8186859722,11.937272,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,6,2025
46.7855860774,11.9395650923,Italy,Agrotis ipsilon,Ipsilon Dart Moth,10,6,2025
45.5213101641,10.250444563,Italy,Agrotis ipsilon,Ipsilon Dart Moth,12,6,2025
45.521217107,10.2505253307,Italy,Agrotis ipsilon,Ipsilon Dart Moth,12,6,2025
44.80866565,10.08322104,Italy,Agrotis ipsilon,Ipsilon Dart Moth,13,6,2025
46.1506391119,9.3368420005,Italy,Agrotis ipsilon,Ipsilon Dart Moth,11,6,2025
46.7188784997,11.6431445,Italy,Agrotis ipsilon,Ipsilon Dart Moth,16,6,2025
45.0173851098,7.3739784957,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,6,2025
45.2985384,11.9941744,Italy,Agrotis ipsilon,Ipsilon Dart Moth,17,6,2025
37.6263782556,13.6256741638,Italy,Agrotis ipsilon,Ipsilon Dart Moth,16,6,2025
46.4529736,11.0639608,Italy,Agrotis ipsilon,Ipsilon Dart Moth,17,6,2025
45.7742808392,12.8992012162,Italy,Agrotis ipsilon,Ipsilon Dart Moth,13,6,2025
44.7927579511,7.6649267719,Italy,Agrotis ipsilon,Ipsilon Dart Moth,18,6,2025
45.52672,9.468755,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,6,2025
45.0039646091,6.8814250969,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,6,2025
45.0319785605,6.90028647,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,6,2025
45.0536783062,8.6464068666,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,6,2025
46.1117775,8.2913239,Italy,Agrotis ipsilon,Ipsilon Dart Moth,24,6,2025
45.0829209518,6.8299465367,Italy,Agrotis ipsilon,Ipsilon Dart Moth,24,6,2025
45.9348677386,9.4770300016,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,6,2025
45.1587244178,6.8461770528,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,6,2025
45.65699768,7.8599066701,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,6,2025
45.0681719421,6.9263769655,Italy,Agrotis ipsilon,Ipsilon Dart Moth,28,6,2025
45.1517901045,6.8219342678,Italy,Agrotis ipsilon,Ipsilon Dart Moth,1,7,2025
45.9473533611,8.4706430278,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,6,2025
45.1783696525,6.9699126377,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,7,2025
41.1025705192,16.8403441831,Italy,Agrotis ipsilon,Ipsilon Dart Moth,3,7,2025
45.7778833333,8.4289305556,Italy,Agrotis ipsilon,Ipsilon Dart Moth,11,7,2025
43.5430739302,11.9478266314,Italy,Agrotis ipsilon,Ipsilon Dart Moth,12,7,2025
46.4073579837,11.6567080468,Italy,Agrotis ipsilon,Ipsilon Dart Moth,13,7,2025
46.4072608873,11.6564579308,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,7,2025
45.1739504308,6.8041132475,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,7,2025
44.8492384333,10.00572,Italy,Agrotis ipsilon,Ipsilon Dart Moth,4,6,2025
45.9259715165,10.8922673296,Italy,Agrotis ipsilon,Ipsilon Dart Moth,16,7,2025
46.6985333333,10.5558305556,Italy,Agrotis ipsilon,Ipsilon Dart Moth,18,7,2025
46.406649,11.6574889,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,7,2025
46.6985111111,10.5558305556,Italy,Agrotis ipsilon,Ipsilon Dart Moth,17,7,2025
46.6985166667,10.5558833333,Italy,Agrotis ipsilon,Ipsilon Dart Moth,18,7,2025
45.78342517,12.1937600523,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,7,2025
45.7631097,12.4654500997,Italy,Agrotis ipsilon,Ipsilon Dart Moth,21,7,2025
45.845183552,10.1484657079,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,7,2025
45.7830632105,12.1941166185,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,7,2025
45.6032638333,9.6299419167,Italy,Agrotis ipsilon,Ipsilon Dart Moth,27,7,2025
44.7145723977,10.6610968709,Italy,Agrotis ipsilon,Ipsilon Dart Moth,27,7,2025
45.8368756782,12.1653511003,Italy,Agrotis ipsilon,Ipsilon Dart Moth,29,7,2025
46.7061919167,11.1863604179,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,7,2025
45.6412442399,9.0401115641,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,7,2025
44.43669417,12.20387306,Italy,Agrotis ipsilon,Ipsilon Dart Moth,27,7,2025
45.7630744,12.4655795,Italy,Agrotis ipsilon,Ipsilon Dart Moth,30,7,2025
45.1695470399,6.8129989075,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,8,2025
45.0546028357,7.6868114465,Italy,Agrotis ipsilon,Ipsilon Dart Moth,3,8,2025
45.7360124295,7.54325615,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,6,2025
45.5733225705,10.5460974946,Italy,Agrotis ipsilon,Ipsilon Dart Moth,4,8,2025
44.948086,11.4870131,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,8,2025
45.8829174504,11.862895299,Italy,Agrotis ipsilon,Ipsilon Dart Moth,6,8,2025
45.7397,7.4631972222,Italy,Agrotis ipsilon,Ipsilon Dart Moth,11,8,2025
45.078300667,6.9897349205,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,8,2025
46.8974886996,11.4308622346,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,8,2025
44.6957656139,12.1802091971,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,8,2025
46.8973758094,11.4336353792,Italy,Agrotis ipsilon,Ipsilon Dart Moth,14,8,2025
45.0950723733,6.834981779,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,8,2025
45.6121598091,11.4596864674,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,8,2025
45.6121598091,11.4596864674,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,8,2025
45.6121598091,11.4596864674,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,8,2025
45.6121598091,11.4596864674,Italy,Agrotis ipsilon,Ipsilon Dart Moth,15,8,2025
41.8255500489,12.3981212452,Italy,Agrotis ipsilon,Ipsilon Dart Moth,17,8,2025
42.5347333333,11.341195,Italy,Agrotis ipsilon,Ipsilon Dart Moth,17,8,2025
45.7831592672,12.1938492358,Italy,Agrotis ipsilon,Ipsilon Dart Moth,16,8,2025
46.6565694444,11.0606416667,Italy,Agrotis ipsilon,Ipsilon Dart Moth,17,8,2025
45.9932706,10.3511313,Italy,Agrotis ipsilon,Ipsilon Dart Moth,18,8,2025
45.7831941629,12.1940011159,Italy,Agrotis ipsilon,Ipsilon Dart Moth,17,8,2025
45.5267524,9.4688407,Italy,Agrotis ipsilon,Ipsilon Dart Moth,18,8,2025
45.98380661,13.2258911131,Italy,Agrotis ipsilon,Ipsilon Dart Moth,16,8,2025
45.079137383,6.8208053945,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
45.7204666667,9.7342583333,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
46.6427007543,11.3572950661,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
46.6564583333,11.0606805556,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
45.7830604216,12.1940105036,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
46.1719715309,11.3006370887,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
41.1303138937,16.8692881722,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,8,2025
41.4907599112,12.5988125056,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,8,2025
39.3664989722,16.228666,Italy,Agrotis ipsilon,Ipsilon Dart Moth,21,8,2025
39.3664649722,16.229008,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,8,2025
39.3664649722,16.229008,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,8,2025
39.3664399722,16.229202,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,8,2025
39.3664369722,16.229009,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,8,2025
45.7829942522,12.193406336,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
45.7829942522,12.193406336,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
45.7100369722,10.9356889722,Italy,Agrotis ipsilon,Ipsilon Dart Moth,23,8,2025
45.836877547,9.4092130288,Italy,Agrotis ipsilon,Ipsilon Dart Moth,23,8,2025
45.174293,8.101196,Italy,Agrotis ipsilon,Ipsilon Dart Moth,23,8,2025
43.9893616,7.6840188,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,8,2025
45.1729386737,8.1028491631,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,8,2025
39.40325597,8.40035737,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,8,2025
45.8337416667,8.7039666667,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,8,2025
42.0512581918,13.9277642593,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,8,2025
43.8508998817,10.2602791468,Italy,Agrotis ipsilon,Ipsilon Dart Moth,22,8,2025
42.5559827485,11.1686663702,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,8,2025
42.3541128727,13.309135437,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,8,2025
45.2215939562,12.2980289161,Italy,Agrotis ipsilon,Ipsilon Dart Moth,23,8,2025
45.0129005752,7.2010116008,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,8,2025
45.0953172822,7.3235065909,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,8,2025
46.9171715,11.9847379,Italy,Agrotis ipsilon,Ipsilon Dart Moth,26,8,2025
44.0701390997,12.5834513,Italy,Agrotis ipsilon,Ipsilon Dart Moth,25,8,2025
44.7508447407,8.672176525,Italy,Agrotis ipsilon,Ipsilon Dart Moth,29,8,2025
39.3675523573,16.2286147848,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,8,2025
39.3676321907,16.2286774814,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,8,2025
46.1055746749,10.6599418936,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,8,2025
43.286439,13.7466299722,Italy,Agrotis ipsilon,Ipsilon Dart Moth,31,8,2025
45.6022962,8.1314291,Italy,Agrotis ipsilon,Ipsilon Dart Moth,2,9,2025
46.4836179722,11.3031539722,Italy,Agrotis ipsilon,Ipsilon Dart Moth,3,9,2025
45.8046784,11.713187322,Italy,Agrotis ipsilon,Ipsilon Dart Moth,3,9,2025
45.7398578057,7.4631651118,Italy,Agrotis ipsilon,Ipsilon Dart Moth,4,9,2025
43.8695017499,11.5663309158,Italy,Agrotis ipsilon,Ipsilon Dart Moth,5,9,2025
45.1956697221,6.9029702029,Italy,Agrotis ipsilon,Ipsilon Dart Moth,9,9,2025
45.1143244705,6.8027560503,Italy,Agrotis ipsilon,Ipsilon Dart Moth,10,9,2025
39.3673802485,16.2287515774,Italy,Agrotis ipsilon,Ipsilon Dart Moth,21,8,2025
45.0240305407,6.8628989264,Italy,Agrotis ipsilon,Ipsilon Dart Moth,12,9,2025
45.1723864635,6.845337749,Italy,Agrotis ipsilon,Ipsilon Dart Moth,16,9,2025
45.0779243051,6.8821759885,Italy,Agrotis ipsilon,Ipsilon Dart Moth,16,9,2025
46.4474103092,11.2550519407,Italy,Agrotis ipsilon,Ipsilon Dart Moth,16,9,2025
46.5033516008,11.9858573377,Italy,Agrotis ipsilon,Ipsilon Dart Moth,10,8,2025
46.6997172217,11.9383336117,Italy,Agrotis ipsilon,Ipsilon Dart Moth,7,9,2025
45.0704308603,6.9552057441,Italy,Agrotis ipsilon,Ipsilon Dart Moth,18,9,2025
46.7575083333,10.78023,Italy,Agrotis ipsilon,Ipsilon Dart Moth,19,9,2025
45.0513438393,6.9864229526,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,9,2025
45.060640187,6.8900554426,Italy,Agrotis ipsilon,Ipsilon Dart Moth,20,9,2025
45.6924133333,13.74752,Italy,Baizongia pistaciae,Pistacia Horn Gall Aphid,22,9,2023
44.1773924046,12.3345870897,Italy,Aploneura lentisci,Mealy Grass Root Aphid,23,9,2023
45.0696016531,8.6095656364,Italy,Macrosiphoniella,Anthemid Aphids,23,9,2023
43.872347,11.881218,Italy,Pemphigus spyrothecae,Poplar Spiral Gall Aphid,22,9,2023
44.7537817136,11.7676157531,Italy,Eriosoma lanuginosum,Elm Balloon-gall Aphid,26,9,2023
38.0175871185,15.7143138429,Italy,Aphididae,Aphids,26,9,2023
44.4996861111,11.3532916667,Italy,Aphididae,Aphids,27,9,2023
